,Rowid_,VALUE,COUNT,ISO_AG11_15,GT_DEM,PMEAN_ALL,TMAX8,TMEAN_ALL,DTMEAN8_12,P_N,INT_CNL_EUC,R2
93798,,93799,1,52,222,118,261,105,141,0,57999996,1
93877,,93878,1,70,567,28,291,89,187,0,16999998,1
93937,,93938,1,89,1284,41,260,56,185,0,40999996,1
93938,,93939,1,70,1024,35,280,70,189,0,116000008,1
94008,,94009,1,93,1723,26,252,42,225,0,25000000,1
94091,,94092,1,70,1115,35,270,71,178,0,90000000,1
94175,,94176,1,89,1042,33,288,78,189,0,129999992,1
94190,,94191,1,85,2490,58,213,8,192,0,8000000,1
94206,,94207,1,88,1025,44,278,63,211,0,157000000,1
94770,,94771,1,70,860,29,287,87,182,0,40999996,1
94809,,94810,1,93,1299,43,266,60,196,0,18000000,1
94873,,94874,1,90,1770,26,255,41,231,0,1000000,1
94884,,94885,1,52,252,115,261,106,140,0,13000000,1
95168,,95169,1,70,944,30,284,80,186,0,104000000,1
95223,,95224,1,70,1044,33,283,77,185,0,173000000,1
95249,,95250,1,89,1175,41,272,65,196,0,4999999,1
95257,,95258,1,70,1126,37,273,64,198,0,10000000,1
95293,,95294,1,93,1420,55,265,50,204,0,52000000,1
95551,,95552,1,57,483,152,256,92,141,0,185000000,1
95576,,95577,1,70,1104,33,270,71,171,0,50000000,1
95776,,95777,1,70,937,43,272,74,174,0,33999996,1
95867,,95868,1,70,1102,36,272,67,183,0,50000000,1
95929,,95930,1,104,1193,54,280,60,211,0,981000000,1
95938,,95939,1,85,2323,45,216,-1,205,0,180000016,1
95970,,95971,1,52,109,98,277,115,145,0,4000000,1
96032,,96033,1,70,513,20,317,113,193,0,4000000,1
96164,,96165,1,57,190,138,251,102,132,0,180000016,1
96230,,96231,1,104,1075,32,279,75,183,0,533000000,1
96257,,96258,1,70,716,28,291,90,182,0,122000008,1
96365,,96366,1,90,2106,34,230,23,218,0,53000000,1
96366,,96367,1,90,1896,30,240,32,222,0,49000000,1
96437,,96438,1,70,717,24,304,102,188,0,19999998,1
96641,,96642,1,70,982,27,281,78,174,0,163999984,1
96658,,96659,1,70,843,28,291,88,187,0,19999998,1
96692,,96693,1,70,1025,30,293,87,184,0,16999998,1
96709,,96710,1,70,873,30,298,88,188,0,145000000,1
96797,,96798,1,52,113,95,275,114,146,0,4000000,1
96869,,96870,1,70,1228,37,264,61,182,0,260000000,1
97305,,97306,1,70,1076,33,279,74,183,0,4999999,1
97584,,97585,1,57,554,144,248,89,140,0,16999998,1
97602,,97603,1,70,816,30,288,84,178,0,18000000,1
97657,,97658,1,70,713,28,307,97,189,0,9000000,1
97762,,97763,1,57,388,127,261,101,141,0,4999999,1
97939,,97940,1,57,290,126,258,104,137,0,90000000,1
97979,,97980,1,70,910,24,283,82,175,0,1000000,1
97983,,97984,1,70,1110,24,280,79,173,0,9000000,1
98046,,98047,1,70,1126,34,277,71,183,0,109000000,1
98248,,98249,1,70,1035,32,279,70,201,0,16999998,1
98249,,98250,1,70,1086,32,280,72,201,0,13000000,1
98394,,98395,1,70,873,26,295,94,188,0,25000000,1
98555,,98556,1,70,977,28,288,84,187,0,49000000,1
98671,,98672,1,52,191,106,268,109,142,0,36000000,1
98814,,98815,1,93,1119,32,277,67,204,0,4999999,1
98815,,98816,1,93,1180,35,269,58,204,0,0,1
99176,,99177,1,70,657,24,313,105,188,0,4999999,1
99262,,99263,1,85,2484,44,213,-4,206,0,33999996,1
99347,,99348,1,89,1140,35,274,66,187,0,57999996,1
99411,,99412,1,97,1043,30,280,69,205,0,1000000,1
99549,,99550,1,89,1205,29,268,69,169,0,16000000,1
99709,,99710,1,52,180,108,273,114,142,0,0,1
99764,,99765,1,89,1344,38,257,55,176,0,18000000,1
100086,,100087,1,111,2270,61,209,-4,195,0,2056000000,1
100106,,100107,1,90,1820,32,256,33,220,0,101000008,1
100110,,100111,1,85,2332,36,222,4,210,0,109000000,1
100583,,100584,1,57,568,136,256,94,143,0,16000000,1
100610,,100611,1,70,1019,19,289,84,174,0,0,1
100642,,100643,1,89,1328,37,263,56,185,0,9000000,1
100764,,100765,1,57,390,138,249,99,131,0,10000000,1
100799,,100800,1,70,944,29,282,77,175,0,0,1
100893,,100894,1,92,1008,29,286,75,204,0,4000000,1
101213,,101214,1,57,228,126,260,106,135,0,4999999,1
101271,,101272,2,70,898,21,293,83,173,0,0,1
101272,,101273,2,70,910,21,293,82,173,0,0,1
101403,,101404,1,57,332,133,254,101,133,0,10000000,1
101575,,101576,1,105,652,40,306,85,229,0,225000000,1
101673,,101674,1,57,430,125,260,100,142,0,81999992,1
101990,,101991,1,92,1033,28,286,74,207,0,1000000,1
102060,,102061,1,96,1191,25,293,69,234,0,2000000,1
102127,,102128,1,52,313,107,265,108,141,0,65000000,1
102208,,102209,1,89,1345,38,265,56,187,0,25000000,1
102219,,102220,1,85,2355,60,197,-4,186,0,57999996,1
102673,,102674,1,93,1700,48,243,31,197,0,10000000,1
102753,,102754,1,111,2086,61,211,-3,196,0,1944999808,1
102806,,102807,1,57,340,118,265,106,137,0,129999992,1
102824,,102825,1,52,269,103,268,108,139,0,1000000,1
102850,,102851,1,70,1001,25,278,78,171,0,0,1
102997,,102998,1,90,2167,34,244,22,218,0,52000000,1
103150,,103151,1,85,2315,59,197,-3,183,0,25000000,1
103264,,103265,1,30,219,146,223,107,101,0,8000000,1
103340,,103341,1,70,933,18,284,83,175,0,18000000,1
103470,,103471,1,100,2482,61,208,-4,195,0,1341000064,1
103619,,103620,1,89,1090,31,281,70,187,0,2000000,1
103634,,103635,1,89,1434,36,259,52,183,0,185000000,1
103641,,103642,1,93,1487,40,270,54,197,0,200000000,1
103695,,103696,1,97,1081,41,288,68,226,0,32000002,1
103753,,103754,1,30,232,133,255,108,128,0,117000008,1
103754,,103755,1,30,308,133,255,108,128,0,105999992,1
103800,,103801,1,57,722,144,256,84,153,0,64000000,1
103898,,103899,1,92,1134,29,279,65,212,0,1000000,1
104064,,104065,1,70,985,22,279,80,170,0,0,1
104184,,104185,1,97,916,40,297,77,230,0,13000000,1
104200,,104201,1,93,1295,53,277,52,219,0,25000000,1
104225,,104226,1,93,1569,25,274,48,231,0,40999996,1
104338,,104339,1,89,1459,37,262,53,187,0,1000000,1
104339,,104340,1,89,1377,36,262,53,186,0,2000000,1
104555,,104556,1,70,1000,19,283,80,172,0,0,1
104682,,104683,1,93,1428,54,265,43,213,0,125000000,1
104908,,104909,1,91,841,28,302,86,223,0,1000000,1
104971,,104972,1,30,113,142,212,109,89,0,72000000,1
105013,,105014,1,57,765,143,247,84,143,0,67999992,1
105087,,105088,1,70,822,24,313,103,182,0,0,1
105158,,105159,1,97,1105,35,285,68,223,0,1000000,1
105281,,105282,1,52,355,112,264,102,141,0,25000000,1
105317,,105318,1,70,975,18,284,82,172,0,0,1
105391,,105392,1,93,1412,41,265,47,205,0,4999999,1
105470,,105471,1,93,1517,53,261,41,214,0,145000000,1
105477,,105478,1,93,1352,54,273,49,218,0,25000000,1
105630,,105631,1,89,1380,33,267,57,185,0,60999996,1
105707,,105708,1,92,1140,28,283,67,216,0,1000000,1
105820,,105821,1,30,55,137,214,113,88,0,29000002,1
105854,,105855,1,52,307,100,271,108,139,0,2000000,1
105866,,105867,1,57,540,120,268,100,149,0,73000000,1
105999,,106000,1,93,1424,52,266,45,218,0,125000000,1
106064,,106065,1,57,187,124,263,115,128,0,60999996,1
106074,,106075,1,52,79,111,280,118,139,0,64000000,1
106348,,106349,1,52,185,105,273,110,138,0,100000000,1
106525,,106526,1,93,1283,53,275,50,220,0,73000000,1
106536,,106537,1,100,2404,44,212,-5,208,0,1780999936,1
106763,,106764,1,93,1618,47,278,55,225,0,296000000,1
106836,,106837,1,30,249,144,227,101,107,0,122000008,1
106980,,106981,1,92,1199,31,279,62,216,0,1000000,1
107146,,107147,1,70,1047,19,283,80,172,0,2000000,1
107148,,107149,1,70,1080,20,281,77,172,0,16999998,1
107191,,107192,1,89,1309,32,280,66,190,0,4000000,1
107211,,107212,1,93,1529,41,257,40,206,0,26000000,1
107237,,107238,1,93,1257,35,272,55,219,0,1000000,1
107293,,107294,1,100,2422,59,208,-6,199,0,1557000064,1
107297,,107298,1,100,2503,47,199,-15,204,0,1721000064,1
107469,,107470,1,93,1496,38,261,44,211,0,4000000,1
107762,,107763,1,97,1223,52,286,59,227,0,9000000,1
107991,,107992,1,97,1006,33,293,75,229,0,4999999,1
108147,,108148,1,89,1120,22,290,78,184,0,79999992,1
108150,,108151,1,70,1181,26,282,69,187,0,1000000,1
108158,,108159,1,89,1322,32,271,58,191,0,65000000,1
108179,,108180,1,70,863,25,311,96,191,0,0,1
108194,,108195,1,89,1326,35,274,57,195,0,26000000,1
108202,,108203,1,93,1394,39,267,48,200,0,1000000,1
108273,,108274,1,91,664,35,321,99,238,0,129999992,1
108318,,108319,1,85,2596,41,204,-11,208,0,101000008,1
108462,,108463,1,70,897,25,312,97,192,0,0,1
108655,,108656,1,70,1169,29,267,72,163,0,1000000,1
108670,,108671,1,70,1023,18,284,81,172,0,0,1
108722,,108723,1,89,1313,30,279,66,188,0,2000000,1
108819,,108820,1,91,922,38,310,87,239,0,157000000,1
108873,,108874,1,85,2404,33,220,3,213,0,13000000,1
109135,,109136,1,96,1319,21,290,64,243,0,1000000,1
109375,,109376,1,100,1935,55,233,15,203,0,1093000064,1
109399,,109400,1,30,62,133,211,111,86,0,4000000,1
109548,,109549,1,93,1279,35,281,59,205,0,2000000,1
109617,,109618,1,91,1032,51,307,77,238,0,1000000,1
109720,,109721,1,70,1156,24,271,75,164,0,0,1
109764,,109765,1,89,1313,30,277,63,192,0,50000000,1
109791,,109792,1,89,1497,33,265,52,189,0,9000000,1
109809,,109810,1,92,1058,28,302,82,201,0,2000000,1
109825,,109826,1,92,1195,28,289,66,221,0,1000000,1
110086,,110087,1,92,1032,27,304,85,200,0,0,1
110093,,110094,1,92,1097,29,299,79,202,0,0,1
110179,,110180,1,100,2432,58,207,-8,198,0,1522000128,1
110328,,110329,1,89,1346,29,280,66,193,0,25000000,1
110333,,110334,1,89,1156,27,291,73,195,0,0,1
110468,,110469,1,100,1895,53,242,21,206,0,1229000064,1
110578,,110579,1,70,1048,24,291,77,192,0,1000000,1
110680,,110681,1,97,1069,30,291,73,229,0,16000000,1
110744,,110745,1,100,2284,38,224,4,215,0,865000000,1
110768,,110769,1,30,129,136,189,110,68,0,125000000,1
110834,,110835,1,89,1331,32,261,65,167,0,19999998,1
110955,,110956,1,93,1415,37,261,43,216,0,79999992,1
111091,,111092,1,89,1280,37,263,66,170,0,65000000,1
111383,,111384,1,89,1297,27,276,64,190,0,8000000,1
111913,,111914,1,89,1215,26,292,74,196,0,13000000,1
112062,,112063,1,85,2488,35,224,5,216,0,185000000,1
112117,,112118,1,30,302,128,250,104,124,0,257000000,1
112152,,112153,1,70,1135,19,281,77,173,0,26000000,1
112193,,112194,1,89,1168,26,293,75,196,0,2000000,1
112297,,112298,1,91,962,51,316,85,243,0,0,1
112410,,112411,1,89,1298,25,267,68,170,0,25000000,1
112412,,112413,1,70,1190,22,275,74,171,0,0,1
112428,,112429,1,89,1280,29,273,61,190,0,9000000,1
112493,,112494,1,92,1196,27,291,68,229,0,1000000,1
112527,,112528,1,97,975,36,295,74,234,0,33999996,1
112599,,112600,1,96,1476,20,284,57,240,0,1000000,1
112634,,112635,1,57,321,122,258,103,131,0,45000004,1
112661,,112662,1,89,1310,26,265,67,169,0,37000004,1
112727,,112728,1,93,1313,33,278,55,207,0,1000000,1
112785,,112786,1,97,1111,39,284,63,231,0,65000000,1
112903,,112904,1,52,257,100,281,115,142,0,4999999,1
112936,,112937,1,89,1202,21,282,72,182,0,67999992,1
113229,,113230,1,89,1386,30,273,59,193,0,109000000,1
113260,,113261,1,93,1373,33,273,51,222,0,0,1
113474,,113475,1,89,1187,25,291,73,196,0,1000000,1
113694,,113695,1,89,1341,23,269,64,177,0,146000000,1
113707,,113708,1,89,1265,26,283,70,194,0,4999999,1
113713,,113714,1,89,1216,26,287,69,197,0,4000000,1
113821,,113822,1,93,1722,54,251,32,209,0,16000000,1
114058,,114059,1,91,969,45,308,78,245,0,0,1
114283,,114284,1,97,1195,31,292,72,233,0,60999996,1
114500,,114501,1,93,1461,33,270,50,222,0,16000000,1
114628,,114629,1,30,134,127,234,111,104,0,2000000,1
114743,,114744,1,93,1422,33,270,49,222,0,29000002,1
114945,,114946,1,89,1460,27,267,59,187,0,29000002,1
115181,,115182,1,89,1239,21,281,71,186,0,4000000,1
115245,,115246,1,92,1232,27,289,67,233,0,1000000,1
115538,,115539,1,91,1122,26,297,76,235,0,1000000,1
115605,,115606,1,100,2019,37,245,21,223,0,1640000000,1
115685,,115686,1,52,264,98,281,112,142,0,26000000,1
115764,,115765,1,93,1430,33,260,41,198,0,37000004,1
115953,,115954,1,89,1296,34,269,67,176,0,1000000,1
116026,,116027,1,89,1428,29,268,54,194,0,16999998,1
116064,,116065,1,91,1152,29,291,71,234,0,2000000,1
116170,,116171,1,85,2502,31,227,9,219,0,16999998,1
116201,,116202,1,30,62,122,239,115,105,0,19999998,1
116315,,116316,1,91,1152,25,300,77,237,0,0,1
116393,,116394,1,100,2096,53,228,8,207,0,1104999936,1
116693,,116694,1,85,2441,32,223,5,217,0,16999998,1
116730,,116731,1,57,640,126,247,91,130,0,65000000,1
116974,,116975,1,96,1602,19,279,52,239,0,0,1
117315,,117316,1,89,1400,23,272,63,187,0,79999992,1
117357,,117358,1,93,1516,31,265,46,200,0,1000000,1
117444,,117445,1,91,796,39,315,86,248,0,10000000,1
117613,,117614,1,89,1486,26,268,59,189,0,65000000,1
117668,,117669,1,93,1602,36,260,40,212,0,13000000,1
117999,,118000,1,91,1177,27,294,73,236,0,19999998,1
118019,,118020,1,97,981,32,300,80,239,0,135999984,1
118150,,118151,1,30,99,127,230,114,96,0,1000000,1
118197,,118198,1,89,1463,23,267,62,180,0,33999996,1
118220,,118221,1,89,1459,26,269,60,190,0,16999998,1
118233,,118234,1,89,1345,26,279,65,196,0,1000000,1
118324,,118325,1,93,1301,39,280,59,229,0,49000000,1
118379,,118380,1,100,2393,52,219,0,207,0,1889000064,1
118410,,118411,1,100,2538,40,220,0,216,0,676000000,1
118429,,118430,1,90,2101,25,255,31,229,0,18000000,1
118440,,118441,1,85,2131,28,230,11,221,0,16000000,1
118455,,118456,1,30,102,127,235,113,103,0,9000000,1
118523,,118524,1,89,1401,21,272,63,186,0,60999996,1
118625,,118626,1,91,801,26,322,102,250,0,2000000,1
118627,,118628,1,91,1043,29,308,87,243,0,29000002,1
118815,,118816,1,89,1475,24,263,60,178,0,33999996,1
118945,,118946,1,93,1223,38,280,59,230,0,40999996,1
119037,,119038,1,85,2265,33,229,9,220,0,200000000,1
119108,,119109,1,52,311,94,287,114,147,0,57999996,1
119113,,119114,1,89,1310,44,268,64,180,0,25000000,1
119139,,119140,1,89,1407,23,271,62,188,0,212000000,1
119165,,119166,1,89,1453,29,271,54,197,0,4000000,1
119170,,119171,1,93,1621,32,257,40,198,0,4999999,1
119302,,119303,1,100,2272,53,220,0,208,0,1717000064,1
119381,,119382,1,57,509,126,246,99,121,0,2000000,1
119642,,119643,1,90,1940,23,250,27,228,0,13000000,1
119698,,119699,1,89,1308,34,272,67,179,0,8000000,1
119771,,119772,1,93,1615,34,261,41,209,0,0,1
119817,,119818,1,97,1025,31,301,80,240,0,60999996,1
119856,,119857,1,93,1470,51,274,50,224,0,101000008,1
119989,,119990,1,89,1308,39,270,65,180,0,0,1
120002,,120003,1,89,1493,25,263,59,179,0,26000000,1
120293,,120294,1,89,1381,22,273,64,188,0,145000000,1
120443,,120444,1,100,2467,56,209,-7,202,0,850000000,1
120486,,120487,1,90,1848,24,263,38,233,0,89000008,1
120518,,120519,1,30,15,149,202,113,75,0,0,1
120714,,120715,1,91,1003,46,306,76,240,0,16999998,1
120875,,120876,1,89,1312,43,270,64,181,0,0,1
121049,,121050,1,100,2276,52,222,2,209,0,1522000128,1
121117,,121118,1,30,126,151,204,109,79,0,4000000,1
121162,,121163,1,47,449,103,284,109,149,0,9000000,1
121200,,121201,1,89,1371,21,277,67,190,0,180000016,1
121491,,121492,1,89,1280,23,286,73,198,0,1000000,1
121514,,121515,1,93,1457,28,274,52,204,0,0,1
121569,,121570,1,91,808,23,318,97,243,0,0,1
121715,,121716,1,30,426,153,208,91,94,0,163999984,1
121753,,121754,1,47,324,97,285,110,149,0,60999996,1
121967,,121968,1,100,2277,45,215,-5,214,0,1313000192,1
122072,,122073,1,47,181,80,292,123,143,0,9000000,1
122098,,122099,1,89,1492,24,265,61,181,0,65000000,1
122099,,122100,1,89,1468,23,266,61,182,0,52000000,1
122189,,122190,1,91,949,27,305,84,241,0,52000000,1
122225,,122226,1,91,967,42,307,79,242,0,16999998,1
122388,,122389,1,89,1311,34,274,67,182,0,81999992,1
122488,,122489,1,91,914,24,309,87,240,0,1000000,1
123137,,123138,1,91,747,27,318,96,244,0,2000000,1
123215,,123216,1,85,2597,42,206,-10,213,0,185000000,1
123248,,123249,1,90,1962,24,249,27,229,0,0,1
123541,,123542,1,96,1800,22,273,47,239,0,4000000,1
123557,,123558,1,85,2373,26,242,21,226,0,16999998,1
123713,,123714,1,96,1341,27,291,67,234,0,26000000,1
124051,,124052,1,91,976,42,306,78,239,0,122000008,1
124145,,124146,1,90,2073,23,252,29,230,0,1000000,1
124293,,124294,1,91,1219,26,297,73,237,0,4999999,1
124717,,124718,1,96,1786,19,284,56,243,0,2000000,1
124758,,124759,1,30,287,158,205,101,83,0,50000000,1
125030,,125031,1,85,2656,33,215,-1,217,0,36000000,1
125055,,125056,1,90,1783,19,271,45,239,0,0,1
125147,,125148,1,89,1417,23,279,68,195,0,100000000,1
125166,,125167,1,93,1437,29,265,47,204,0,53000000,1
125314,,125315,1,100,2489,46,212,-8,212,0,612999936,1
125327,,125328,1,85,2616,39,218,-1,217,0,74000000,1
125350,,125351,1,96,1588,18,287,58,243,0,0,1
125434,,125435,2,89,1421,22,275,66,192,0,8000000,1
125444,,125445,1,89,1308,22,285,73,199,0,50000000,1
125574,,125575,1,91,1107,46,303,74,233,0,0,1
125767,,125768,1,89,1280,21,288,75,199,0,45000004,1
125782,,125783,1,93,1458,28,271,50,207,0,4000000,1
125794,,125795,1,92,1168,25,291,68,216,0,0,1
125840,,125841,1,91,1204,28,291,69,233,0,64000000,1
125952,,125953,1,96,1584,21,276,51,238,0,18000000,1
125981,,125982,1,85,2639,34,210,-5,216,0,26000000,1
125997,,125998,1,90,1917,21,261,38,235,0,4000000,1
126011,,126012,1,30,311,152,217,103,92,0,220999984,1
126075,,126076,1,93,1540,29,265,47,204,0,60999996,1
126362,,126363,1,92,1461,24,277,65,202,0,18000000,1
126517,,126518,1,85,2541,45,217,-3,215,0,392000000,1
126558,,126559,1,96,1480,18,292,63,245,0,0,1
126709,,126710,1,91,1150,25,304,80,237,0,13000000,1
126748,,126749,1,91,732,30,320,96,241,0,4000000,1
126832,,126833,1,96,1561,19,287,63,244,0,1000000,1
126892,,126893,1,47,327,76,295,118,150,0,49000000,1
126984,,126985,1,91,1238,26,297,75,235,0,72000000,1
127048,,127049,1,93,1422,48,279,55,225,0,32000002,1
127274,,127275,1,91,1089,23,310,86,239,0,1000000,1
127357,,127358,1,100,2108,50,232,10,213,0,1000000064,1
127502,,127503,1,89,1367,21,283,71,196,0,100000000,1
127533,,127534,1,93,1553,30,266,46,208,0,135999984,1
127597,,127598,1,91,731,22,320,100,243,0,1000000,1
127634,,127635,1,93,1368,48,283,59,226,0,40999996,1
127697,,127698,1,90,2289,33,235,12,224,0,0,1
128290,,128291,1,85,2707,44,199,-16,210,0,13000000,1
128337,,128338,1,90,2209,26,239,19,226,0,1000000,1
128494,,128495,1,91,875,23,316,96,242,0,25000000,1
128671,,128672,1,89,1499,23,271,64,189,0,74000000,1
128698,,128699,1,93,1527,26,268,55,204,0,96999992,1
128720,,128721,1,92,1159,25,297,74,226,0,1000000,1
128805,,128806,1,91,1150,46,299,72,231,0,8000000,1
128832,,128833,1,85,2448,51,208,-10,209,0,250000016,1
128897,,128898,1,90,2239,22,257,32,234,0,2000000,1
129154,,129155,1,85,2481,30,225,7,222,0,18000000,1
129234,,129235,1,89,1480,23,275,65,194,0,45000004,1
129319,,129320,1,91,720,24,319,98,243,0,0,1
129405,,129406,1,85,2740,43,198,-17,210,0,40000000,1
129641,,129642,1,93,1570,46,303,71,229,0,276999968,1
129697,,129698,1,85,2333,36,223,3,220,0,74000000,1
129752,,129753,1,85,2753,35,208,-5,219,0,25000000,1
129821,,129822,1,93,1329,29,272,52,211,0,25000000,1
129954,,129955,1,85,2455,37,230,7,222,0,233000016,1
130014,,130015,1,47,424,90,275,101,145,0,16999998,1
130525,,130526,1,85,2356,28,235,14,225,0,53000000,1
130591,,130592,1,89,1318,23,280,74,184,0,234000000,1
130602,,130603,1,89,1442,22,278,68,196,0,65000000,1
130632,,130633,1,92,1443,26,277,58,211,0,64000000,1
130716,,130717,1,91,735,28,319,98,238,0,0,1
130797,,130798,1,85,2817,47,190,-23,206,0,220999984,1
130967,,130968,1,96,1357,27,291,68,231,0,116000008,1
131031,,131032,1,97,1127,45,292,67,228,0,10000000,1
131075,,131076,1,85,2754,46,198,-17,210,0,400000000,1
131251,,131252,1,93,1496,31,273,52,222,0,85000008,1
131462,,131463,1,92,1310,21,286,71,210,0,0,1
131924,,131925,1,100,2395,42,219,-3,219,0,424999968,1
131941,,131942,1,96,1767,20,277,52,242,0,45000004,1
131987,,131988,1,85,2642,60,193,-19,225,0,57999996,1
132120,,132121,1,91,841,21,323,100,239,0,4999999,1
132363,,132364,1,92,1481,26,278,58,214,0,29000002,1
132417,,132418,1,91,761,21,323,102,238,0,1000000,1
132574,,132575,1,90,2094,24,249,28,234,0,16999998,1
132597,,132598,1,47,587,93,275,100,144,0,13000000,1
132626,,132627,1,92,1433,23,279,68,203,0,10000000,1
132670,,132671,1,92,1163,24,298,76,225,0,4999999,1
132782,,132783,1,90,1964,38,247,17,232,0,100000000,1
132958,,132959,1,92,1172,24,299,77,224,0,19999998,1
133172,,133173,1,89,1357,25,277,72,184,0,37000004,1
133251,,133252,1,91,1122,23,302,80,226,0,4000000,1
133287,,133288,1,91,766,20,327,104,239,0,0,1
133323,,133324,1,91,817,32,313,92,234,0,9000000,1
133448,,133449,1,30,117,159,216,114,81,0,193000016,1
133475,,133476,1,89,1364,25,277,72,185,0,25000000,1
133894,,133895,1,91,731,23,318,99,240,0,0,1
134012,,134013,1,90,2171,55,236,10,248,0,16999998,1
134115,,134116,1,92,1219,23,302,80,227,0,29000002,1
134128,,134129,1,91,930,21,326,101,238,0,1000000,1
134253,,134254,1,85,2792,37,202,-11,215,0,18000000,1
134345,,134346,1,92,1425,25,274,60,207,0,72000000,1
134428,,134429,1,91,792,21,322,101,236,0,25000000,1
134504,,134505,1,100,2279,41,225,1,222,0,596000000,1
134514,,134515,1,90,2025,31,244,20,229,0,125000000,1
134525,,134526,1,85,2351,31,233,12,225,0,145000000,1
135279,,135280,1,91,804,22,318,97,234,0,60999996,1
135342,,135343,1,85,2450,49,205,-13,211,0,292999968,1
135347,,135348,1,100,2449,43,216,-4,217,0,772999936,1
135452,,135453,1,89,1312,25,282,76,186,0,4999999,1
135499,,135500,1,92,1277,23,287,69,214,0,4000000,1
135770,,135771,1,89,1315,26,282,75,186,0,16999998,1
135999,,136000,1,90,2179,26,237,18,232,0,125000000,1
136029,,136030,1,90,2034,29,247,28,238,0,305000032,1
136460,,136461,1,91,1114,24,297,76,223,0,152999984,1
136646,,136647,1,90,2131,27,242,23,235,0,73000000,1
136701,,136702,1,30,268,154,229,104,101,0,257000000,1
136814,,136815,1,91,1083,24,308,86,231,0,79999992,1
136830,,136831,1,91,923,24,308,89,231,0,2000000,1
136891,,136892,1,100,2130,50,220,-1,213,0,1268000000,1
136924,,136925,1,90,1913,25,261,36,235,0,1000000,1
137268,,137269,1,85,2329,32,219,2,221,0,19999998,1
137276,,137277,1,90,2241,25,241,20,231,0,10000000,1
137391,,137392,1,89,1440,40,273,62,183,0,45000004,1
137557,,137558,1,100,2254,48,220,-3,215,0,801000000,1
137746,,137747,1,89,1335,23,283,80,188,0,122000008,1
137749,,137750,1,92,1391,21,285,74,207,0,128000008,1
137839,,137840,1,91,960,22,315,93,231,0,185000000,1
138226,,138227,1,93,1474,50,278,51,222,0,4999999,1
138312,,138313,1,90,2051,22,256,32,240,0,36000000,1
138382,,138383,1,90,2111,46,243,19,245,0,9000000,1
138393,,138394,1,90,2156,54,237,12,245,0,10000000,1
138622,,138623,1,100,2427,48,212,-8,213,0,738000064,1
138767,,138768,1,90,1957,53,251,23,248,0,4000000,1
138942,,138943,1,91,910,36,314,92,231,0,4000000,1
139004,,139005,1,85,2372,31,230,10,224,0,178000000,1
139017,,139018,1,85,2455,31,224,6,225,0,81000000,1
139067,,139068,1,90,2194,28,243,24,238,0,32000002,1
139090,,139091,1,85,2468,42,213,-1,232,0,89000008,1
139103,,139104,1,90,2081,37,248,25,245,0,1000000,1
139178,,139179,1,89,1375,26,281,76,187,0,4000000,1
139187,,139188,1,92,1343,21,288,75,207,0,79999992,1
139354,,139355,1,100,2684,44,219,-2,219,0,877000000,1
139433,,139434,1,90,2042,23,254,31,240,0,4999999,1
139578,,139579,1,92,1373,23,281,68,207,0,79999992,1
139745,,139746,1,90,2206,25,241,20,231,0,79999992,1
139765,,139766,1,90,2138,25,248,26,238,0,8000000,1
139782,,139783,1,90,1897,23,261,38,243,0,4000000,1
139859,,139860,1,89,1542,33,268,63,181,0,85000008,1
139995,,139996,2,91,792,26,313,98,231,0,0,1
140040,,140041,1,100,2798,53,190,-24,205,0,961000000,1
140069,,140070,1,90,2061,31,245,21,229,0,9000000,1
140267,,140268,1,89,1443,28,276,72,186,0,25000000,1
140388,,140389,1,96,1288,43,283,63,223,0,13000000,1
140651,,140652,1,92,1336,23,283,70,207,0,57999996,1
140673,,140674,1,92,1249,23,290,73,214,0,19999998,1
140953,,140954,1,89,1439,45,272,61,182,0,2000000,1
141080,,141081,1,91,792,26,314,99,231,0,8000000,1
141123,,141124,1,100,2395,47,224,1,218,0,1325000064,1
141275,,141276,1,47,372,75,302,115,153,0,64000000,1
141387,,141388,1,92,1213,23,298,77,223,0,1000000,1
141417,,141418,1,91,851,23,312,94,230,0,2000000,1
141433,,141434,1,91,761,24,315,101,231,0,0,1
141462,,141463,1,93,1453,51,279,54,222,0,135999984,1
141550,,141551,1,90,1952,21,260,35,242,0,2000000,1
141643,,141644,1,85,2531,58,208,-10,233,0,370000032,1
141698,,141699,1,92,1387,20,287,75,197,0,100000000,1
141733,,141734,1,92,1240,22,288,74,210,0,0,1
141901,,141902,1,85,2649,36,209,-6,220,0,173000000,1
142088,,142089,1,92,1381,21,286,74,206,0,32000002,1
142107,,142108,1,92,1289,21,289,77,206,0,33999996,1
142610,,142611,1,93,1469,51,280,54,224,0,29000002,1
142720,,142721,1,96,1881,23,266,41,246,0,9000000,1
142751,,142752,1,90,1966,44,251,26,246,0,1000000,1
142787,,142788,1,47,575,72,301,111,157,0,16999998,1
142824,,142825,1,89,1402,38,278,66,184,0,25000000,1
143041,,143042,1,85,2292,31,231,11,225,0,125000000,1
143379,,143380,1,93,1493,50,279,52,224,0,1000000,1
143590,,143591,1,89,1421,42,275,63,184,0,53000000,1
143739,,143740,1,93,1502,50,268,45,221,0,144000000,1
144005,,144006,1,92,1346,20,292,77,199,0,40999996,1
144052,,144053,1,91,1146,22,307,87,222,0,13000000,1
144346,,144347,1,89,1402,47,274,64,183,0,1000000,1
144359,,144360,1,89,1515,34,269,63,183,0,105999992,1
